model,epoch,loss
OPT-1.3B,6.0125,2.5115
OPT-1.3B,6.025,2.458
OPT-1.3B,6.0375,2.5284
OPT-1.3B,6.05,2.5274
OPT-1.3B,6.0625,2.4833
OPT-1.3B,6.075,2.492
OPT-1.3B,6.0875,2.4879
OPT-1.3B,6.1,2.5
OPT-1.3B,6.1125,2.4639
OPT-1.3B,6.125,2.4832
OPT-1.3B,6.1375,2.4898
OPT-1.3B,6.15,2.4904
OPT-1.3B,6.1625,2.4874
OPT-1.3B,6.175,2.4863
OPT-1.3B,6.1875,2.5101
OPT-1.3B,6.2,2.5197
OPT-1.3B,6.2125,2.5109
OPT-1.3B,6.225,2.5185
OPT-1.3B,6.2375,2.4723
OPT-1.3B,6.25,2.4705
OPT-1.3B,6.2625,2.4978
OPT-1.3B,6.275,2.5334
OPT-1.3B,6.2875,2.4912
OPT-1.3B,6.3,2.4858
OPT-1.3B,6.3125,2.4733
OPT-1.3B,6.325,2.4783
OPT-1.3B,6.3375,2.4905
OPT-1.3B,6.35,2.4946
OPT-1.3B,6.3625,2.4734
OPT-1.3B,6.375,2.4961
OPT-1.3B,6.3875,2.5014
OPT-1.3B,6.4,2.4961
OPT-1.3B,6.4125,2.4555
OPT-1.3B,6.425,2.496
OPT-1.3B,6.4375,2.4885
OPT-1.3B,6.45,2.4879
OPT-1.3B,6.4625,2.4972
OPT-1.3B,6.475,2.4642
OPT-1.3B,6.4875,2.4859
OPT-1.3B,6.5,2.4885
OPT-1.3B,6.5125,2.5067
OPT-1.3B,6.525,2.5373
OPT-1.3B,6.5375,2.4719
OPT-1.3B,6.55,2.473
OPT-1.3B,6.5625,2.4888
OPT-1.3B,6.575,2.5011
OPT-1.3B,6.5875,2.5199
OPT-1.3B,6.6,2.4987
OPT-1.3B,6.6125,2.4768
OPT-1.3B,6.625,2.4693
OPT-1.3B,6.6375,2.4775
OPT-1.3B,6.65,2.5132
OPT-1.3B,6.6625,2.5113
OPT-1.3B,6.675,2.4873
OPT-1.3B,6.6875,2.493
OPT-1.3B,6.7,2.466
OPT-1.3B,6.7125,2.4856
OPT-1.3B,6.725,2.4831
OPT-1.3B,6.7375,2.4968
OPT-1.3B,6.75,2.4702
OPT-1.3B,6.7625,2.4554
OPT-1.3B,6.775,2.4745
OPT-1.3B,6.7875,2.4521
OPT-1.3B,6.8,2.5131
OPT-1.3B,6.8125,2.4887
OPT-1.3B,6.825,2.4856
OPT-1.3B,6.8375,2.4712
OPT-1.3B,6.85,2.4655
OPT-1.3B,6.8625,2.4714
OPT-1.3B,6.875,2.4967
OPT-1.3B,6.8875,2.4708
OPT-1.3B,6.9,2.4888
OPT-1.3B,6.9125,2.4775
OPT-1.3B,6.925,2.4421
OPT-1.3B,6.9375,2.4959
OPT-1.3B,6.95,2.4626
OPT-1.3B,6.9625,2.4686
OPT-1.3B,6.975,2.4515
OPT-1.3B,6.9875,2.4721
OPT-1.3B,7.0,2.465
OPT-1.3B,7.0125,2.4156
OPT-1.3B,7.025,2.4461
OPT-1.3B,7.0375,2.409
OPT-1.3B,7.05,2.4207
OPT-1.3B,7.0625,2.4168
OPT-1.3B,7.075,2.4172
OPT-1.3B,7.0875,2.4363
OPT-1.3B,7.1,2.4304
OPT-1.3B,7.1125,2.3939
OPT-1.3B,7.125,2.4412
OPT-1.3B,7.1375,2.4385
OPT-1.3B,7.15,2.4263
OPT-1.3B,7.1625,2.4327
OPT-1.3B,7.175,2.3911
OPT-1.3B,7.1875,2.4264
OPT-1.3B,7.2,2.4323
OPT-1.3B,7.2125,2.3943
OPT-1.3B,7.225,2.4354
OPT-1.3B,7.2375,2.4138
OPT-1.3B,7.25,2.4175
OPT-1.3B,7.2625,2.4458
OPT-1.3B,7.275,2.4353
OPT-1.3B,7.2875,2.4164
OPT-1.3B,7.3,2.4098
OPT-1.3B,7.3125,2.3978
OPT-1.3B,7.325,2.4023
OPT-1.3B,7.3375,2.4089
OPT-1.3B,7.35,2.3919
OPT-1.3B,7.3625,2.4151
OPT-1.3B,7.375,2.3845
OPT-1.3B,7.3875,2.4503
OPT-1.3B,7.4,2.4413
OPT-1.3B,7.4125,2.4096
OPT-1.3B,7.425,2.4002
OPT-1.3B,7.4375,2.4343
OPT-1.3B,7.45,2.4015
OPT-1.3B,7.4625,2.4148
OPT-1.3B,7.475,2.4343
OPT-1.3B,7.4875,2.4344
OPT-1.3B,7.5,2.4432
OPT-1.3B,7.5125,2.4226
OPT-1.3B,7.525,2.4023
OPT-1.3B,7.5375,2.4276
OPT-1.3B,7.55,2.3982
OPT-1.3B,7.5625,2.4472
OPT-1.3B,7.575,2.3985
OPT-1.3B,7.5875,2.4166
OPT-1.3B,7.6,2.4169
OPT-1.3B,7.6125,2.4134
OPT-1.3B,7.625,2.3891
OPT-1.3B,7.6375,2.4244
OPT-1.3B,7.65,2.4231
OPT-1.3B,7.6625,2.445
OPT-1.3B,7.675,2.4203
OPT-1.3B,7.6875,2.4216
OPT-1.3B,7.7,2.4249
OPT-1.3B,7.7125,2.4226
OPT-1.3B,7.725,2.4291
OPT-1.3B,7.7375,2.4566
OPT-1.3B,7.75,2.4315
OPT-1.3B,7.7625,2.4159
OPT-1.3B,7.775,2.4148
OPT-1.3B,7.7875,2.4181
OPT-1.3B,7.8,2.3907
OPT-1.3B,7.8125,2.4129
OPT-1.3B,7.825,2.4275
OPT-1.3B,7.8375,2.4254
OPT-1.3B,7.85,2.4028
OPT-1.3B,7.8625,2.4068
OPT-1.3B,7.875,2.4189
OPT-1.3B,7.8875,2.3838
OPT-1.3B,7.9,2.4138
OPT-1.3B,7.9125,2.4071
OPT-1.3B,7.925,2.369
OPT-1.3B,7.9375,2.4362
OPT-1.3B,7.95,2.4226
OPT-1.3B,7.9625,2.434
OPT-1.3B,7.975,2.3856
OPT-1.3B,7.9875,2.4054
OPT-1.3B,8.0,2.4295
OPT-1.3B,8.0125,2.3282
OPT-1.3B,8.025,2.3802
OPT-1.3B,8.0375,2.3692
OPT-1.3B,8.05,2.3293
OPT-1.3B,8.0625,2.3867
OPT-1.3B,8.075,2.3491
OPT-1.3B,8.0875,2.3389
OPT-1.3B,8.1,2.3354
OPT-1.3B,8.1125,2.3402
OPT-1.3B,8.125,2.3381
OPT-1.3B,8.1375,2.3231
OPT-1.3B,8.15,2.3414
OPT-1.3B,8.1625,2.3557
OPT-1.3B,8.175,2.3656
OPT-1.3B,8.1875,2.3604
OPT-1.3B,8.2,2.3311
OPT-1.3B,8.2125,2.3429
OPT-1.3B,8.225,2.3588
OPT-1.3B,8.2375,2.3636
OPT-1.3B,8.25,2.373
OPT-1.3B,8.2625,2.3425
OPT-1.3B,8.275,2.3683
OPT-1.3B,8.2875,2.3588
OPT-1.3B,8.3,2.3447
OPT-1.3B,8.3125,2.3682
OPT-1.3B,8.325,2.3221
OPT-1.3B,8.3375,2.3486
OPT-1.3B,8.35,2.3484
OPT-1.3B,8.3625,2.4012
OPT-1.3B,8.375,2.3441
OPT-1.3B,8.3875,2.3482
OPT-1.3B,8.4,2.3389
OPT-1.3B,8.4125,2.376
OPT-1.3B,8.425,2.3909
OPT-1.3B,8.4375,2.3474
OPT-1.3B,8.45,2.3498
OPT-1.3B,8.4625,2.3888
OPT-1.3B,8.475,2.3363
OPT-1.3B,8.4875,2.3664
OPT-1.3B,8.5,2.3592
OPT-1.3B,8.5125,2.3386
OPT-1.3B,8.525,2.3832
OPT-1.3B,8.5375,2.3736
OPT-1.3B,8.55,2.3334
OPT-1.3B,8.5625,2.3816
OPT-1.3B,8.575,2.3611
OPT-1.3B,8.5875,2.3663
OPT-1.3B,8.6,2.3635
OPT-1.3B,8.6125,2.3517
OPT-1.3B,8.625,2.3492
OPT-1.3B,8.6375,2.3335
OPT-1.3B,8.65,2.3566
OPT-1.3B,8.6625,2.361
OPT-1.3B,8.675,2.3562
OPT-1.3B,8.6875,2.3786
OPT-1.3B,8.7,2.3444
OPT-1.3B,8.7125,2.3656
OPT-1.3B,8.725,2.3398
OPT-1.3B,8.7375,2.3619
OPT-1.3B,8.75,2.3697
OPT-1.3B,8.7625,2.351
OPT-1.3B,8.775,2.3458
OPT-1.3B,8.7875,2.3403
OPT-1.3B,8.8,2.3865
OPT-1.3B,8.8125,2.3734
OPT-1.3B,8.825,2.3371
OPT-1.3B,8.8375,2.3357
OPT-1.3B,8.85,2.3344
OPT-1.3B,8.8625,2.3428
OPT-1.3B,8.875,2.3635
OPT-1.3B,8.8875,2.3845
OPT-1.3B,8.9,2.369
OPT-1.3B,8.9125,2.3554
OPT-1.3B,8.925,2.3536
OPT-1.3B,8.9375,2.3522
OPT-1.3B,8.95,2.3428
OPT-1.3B,8.9625,2.3706
OPT-1.3B,8.975,2.34
OPT-1.3B,8.9875,2.3625
OPT-1.3B,9.0,2.3605
OPT-1.3B,9.0125,2.2866
OPT-1.3B,9.025,2.2918
OPT-1.3B,9.0375,2.2567
OPT-1.3B,9.05,2.3057
OPT-1.3B,9.0625,2.2825
OPT-1.3B,9.075,2.2813
OPT-1.3B,9.0875,2.2908
OPT-1.3B,9.1,2.2645
OPT-1.3B,9.1125,2.2986
OPT-1.3B,9.125,2.2768
OPT-1.3B,9.1375,2.301
OPT-1.3B,9.15,2.2715
OPT-1.3B,9.1625,2.2937
OPT-1.3B,9.175,2.2956
OPT-1.3B,9.1875,2.2791
OPT-1.3B,9.2,2.2807
OPT-1.3B,9.2125,2.3166
OPT-1.3B,9.225,2.2998
OPT-1.3B,9.2375,2.322
OPT-1.3B,9.25,2.2649
OPT-1.3B,9.2625,2.3028
OPT-1.3B,9.275,2.3252
OPT-1.3B,9.2875,2.2778
OPT-1.3B,9.3,2.2881
OPT-1.3B,9.3125,2.2711
OPT-1.3B,9.325,2.3268
OPT-1.3B,9.3375,2.3014
OPT-1.3B,9.35,2.2594
OPT-1.3B,9.3625,2.3048
OPT-1.3B,9.375,2.2869
OPT-1.3B,9.3875,2.2994
OPT-1.3B,9.4,2.3117
OPT-1.3B,9.4125,2.2814
OPT-1.3B,9.425,2.2879
OPT-1.3B,9.4375,2.3009
OPT-1.3B,9.45,2.3261
OPT-1.3B,9.4625,2.2998
OPT-1.3B,9.475,2.3214
OPT-1.3B,9.4875,2.2843
OPT-1.3B,9.5,2.3114
OPT-1.3B,9.5125,2.2978
OPT-1.3B,9.525,2.3185
OPT-1.3B,9.5375,2.3075
OPT-1.3B,9.55,2.2946
OPT-1.3B,9.5625,2.317
OPT-1.3B,9.575,2.3108
OPT-1.3B,9.5875,2.2977
OPT-1.3B,9.6,2.2649
OPT-1.3B,9.6125,2.297
OPT-1.3B,9.625,2.3064
OPT-1.3B,9.6375,2.2832
OPT-1.3B,9.65,2.3089
OPT-1.3B,9.6625,2.2923
OPT-1.3B,9.675,2.3027
OPT-1.3B,9.6875,2.3107
OPT-1.3B,9.7,2.3205
OPT-1.3B,9.7125,2.2954
OPT-1.3B,9.725,2.2895
OPT-1.3B,9.7375,2.2568
OPT-1.3B,9.75,2.3014
OPT-1.3B,9.7625,2.2959
OPT-1.3B,9.775,2.2975
OPT-1.3B,9.7875,2.2918
OPT-1.3B,9.8,2.3337
OPT-1.3B,9.8125,2.2852
OPT-1.3B,9.825,2.2732
OPT-1.3B,9.8375,2.312
OPT-1.3B,9.85,2.2876
OPT-1.3B,9.8625,2.2925
OPT-1.3B,9.875,2.2999
OPT-1.3B,9.8875,2.3003
OPT-1.3B,9.9,2.2977
OPT-1.3B,9.9125,2.3304
OPT-1.3B,9.925,2.2653
OPT-1.3B,9.9375,2.333
OPT-1.3B,9.95,2.2956
OPT-1.3B,9.9625,2.2911
OPT-1.3B,9.975,2.304
OPT-1.3B,9.9875,2.3
OPT-1.3B,10.0,2.2968
OPT-1.3B,10.0125,2.2278
OPT-1.3B,10.025,2.2285
OPT-1.3B,10.0375,2.2274
OPT-1.3B,10.05,2.2174
OPT-1.3B,10.0625,2.2242
OPT-1.3B,10.075,2.2428
OPT-1.3B,10.0875,2.217
OPT-1.3B,10.1,2.2395
OPT-1.3B,10.1125,2.2537
OPT-1.3B,10.125,2.232
OPT-1.3B,10.1375,2.2324
OPT-1.3B,10.15,2.225
OPT-1.3B,10.1625,2.2228
OPT-1.3B,10.175,2.2231
OPT-1.3B,10.1875,2.2351
OPT-1.3B,10.2,2.2354
OPT-1.3B,10.2125,2.2317
OPT-1.3B,10.225,2.2329
OPT-1.3B,10.2375,2.2247
OPT-1.3B,10.25,2.2541
OPT-1.3B,10.2625,2.2511
OPT-1.3B,10.275,2.2543
OPT-1.3B,10.2875,2.2236
OPT-1.3B,10.3,2.2306
OPT-1.3B,10.3125,2.2291
OPT-1.3B,10.325,2.269
OPT-1.3B,10.3375,2.2206
OPT-1.3B,10.35,2.2343
OPT-1.3B,10.3625,2.2369
OPT-1.3B,10.375,2.2238
OPT-1.3B,10.3875,2.2221
OPT-1.3B,10.4,2.2338
OPT-1.3B,10.4125,2.2423
OPT-1.3B,10.425,2.2185
OPT-1.3B,10.4375,2.2255
OPT-1.3B,10.45,2.2357
OPT-1.3B,10.4625,2.2469
OPT-1.3B,10.475,2.2667
OPT-1.3B,10.4875,2.2265
OPT-1.3B,10.5,2.2426
OPT-1.3B,10.5125,2.2286
OPT-1.3B,10.525,2.2503
OPT-1.3B,10.5375,2.2587
OPT-1.3B,10.55,2.2235
OPT-1.3B,10.5625,2.2389
OPT-1.3B,10.575,2.203
OPT-1.3B,10.5875,2.243
OPT-1.3B,10.6,2.2366
OPT-1.3B,10.6125,2.2757
OPT-1.3B,10.625,2.2499
OPT-1.3B,10.6375,2.231
OPT-1.3B,10.65,2.2569
OPT-1.3B,10.6625,2.2366
OPT-1.3B,10.675,2.235
OPT-1.3B,10.6875,2.2466
OPT-1.3B,10.7,2.2747
OPT-1.3B,10.7125,2.2462
OPT-1.3B,10.725,2.2278
OPT-1.3B,10.7375,2.2768
OPT-1.3B,10.75,2.2466
OPT-1.3B,10.7625,2.2515
OPT-1.3B,10.775,2.2295
OPT-1.3B,10.7875,2.2781
OPT-1.3B,10.8,2.2417
OPT-1.3B,10.8125,2.2626
OPT-1.3B,10.825,2.2333
OPT-1.3B,10.8375,2.2458
OPT-1.3B,10.85,2.2217
OPT-1.3B,10.8625,2.2329
OPT-1.3B,10.875,2.2395
OPT-1.3B,10.8875,2.2517
OPT-1.3B,10.9,2.232
OPT-1.3B,10.9125,2.245
OPT-1.3B,10.925,2.2664
OPT-1.3B,10.9375,2.2525
OPT-1.3B,10.95,2.2563
OPT-1.3B,10.9625,2.2254
OPT-1.3B,10.975,2.263
OPT-1.3B,10.9875,2.2331
OPT-1.3B,11.0,2.2449
OPT-1.3B,11.0125,2.1343
OPT-1.3B,11.025,2.1759
OPT-1.3B,11.0375,2.1731
OPT-1.3B,11.05,2.1944
OPT-1.3B,11.0625,2.1645
OPT-1.3B,11.075,2.1493
OPT-1.3B,11.0875,2.1826
OPT-1.3B,11.1,2.1799
OPT-1.3B,11.1125,2.1562
OPT-1.3B,11.125,2.1568
OPT-1.3B,11.1375,2.1667
OPT-1.3B,11.15,2.1846
OPT-1.3B,11.1625,2.1824
OPT-1.3B,11.175,2.1765
OPT-1.3B,11.1875,2.1787
OPT-1.3B,11.2,2.1593
OPT-1.3B,11.2125,2.2083
OPT-1.3B,11.225,2.2045
OPT-1.3B,11.2375,2.1612
OPT-1.3B,11.25,2.1895
OPT-1.3B,11.2625,2.1985
OPT-1.3B,11.275,2.1802
OPT-1.3B,11.2875,2.1858
OPT-1.3B,11.3,2.1884
OPT-1.3B,11.3125,2.1974
OPT-1.3B,11.325,2.1903
OPT-1.3B,11.3375,2.1757
OPT-1.3B,11.35,2.1658
OPT-1.3B,11.3625,2.2009
OPT-1.3B,11.375,2.1633
OPT-1.3B,11.3875,2.1772
OPT-1.3B,11.4,2.1844
OPT-1.3B,11.4125,2.1943
OPT-1.3B,11.425,2.1997
OPT-1.3B,11.4375,2.1817
OPT-1.3B,11.45,2.1654
OPT-1.3B,11.4625,2.1909
OPT-1.3B,11.475,2.1863
OPT-1.3B,11.4875,2.2089
OPT-1.3B,11.5,2.1605
OPT-1.3B,11.5125,2.2047
OPT-1.3B,11.525,2.1678
OPT-1.3B,11.5375,2.1862
OPT-1.3B,11.55,2.172
OPT-1.3B,11.5625,2.1829
OPT-1.3B,11.575,2.2275
OPT-1.3B,11.5875,2.2198
OPT-1.3B,11.6,2.1724
OPT-1.3B,11.6125,2.218
OPT-1.3B,11.625,2.1684
OPT-1.3B,11.6375,2.199
OPT-1.3B,11.65,2.2026
OPT-1.3B,11.6625,2.2098
OPT-1.3B,11.675,2.1923
OPT-1.3B,11.6875,2.2031
OPT-1.3B,11.7,2.1988
OPT-1.3B,11.7125,2.2135
OPT-1.3B,11.725,2.1858
OPT-1.3B,11.7375,2.1668
OPT-1.3B,11.75,2.1974
OPT-1.3B,11.7625,2.215
OPT-1.3B,11.775,2.203
OPT-1.3B,11.7875,2.2099
OPT-1.3B,11.8,2.1675
OPT-1.3B,11.8125,2.1784
OPT-1.3B,11.825,2.1772
OPT-1.3B,11.8375,2.2096
OPT-1.3B,11.85,2.2047
OPT-1.3B,11.8625,2.1921
OPT-1.3B,11.875,2.2087
OPT-1.3B,11.8875,2.194
OPT-1.3B,11.9,2.1558
OPT-1.3B,11.9125,2.1607
OPT-1.3B,11.925,2.1805
OPT-1.3B,11.9375,2.1797
OPT-1.3B,11.95,2.1523
OPT-1.3B,11.9625,2.2086
OPT-1.3B,11.975,2.1857
OPT-1.3B,11.9875,2.183
OPT-1.3B,12.0,2.2056
OPT-1.3B,12.0125,2.0793
OPT-1.3B,12.025,2.1047
OPT-1.3B,12.0375,2.1162
OPT-1.3B,12.05,2.1459
OPT-1.3B,12.0625,2.1337
OPT-1.3B,12.075,2.1186
OPT-1.3B,12.0875,2.1103
OPT-1.3B,12.1,2.1489
OPT-1.3B,12.1125,2.108
OPT-1.3B,12.125,2.1116
OPT-1.3B,12.1375,2.1085
OPT-1.3B,12.15,2.1555
OPT-1.3B,12.1625,2.1119
OPT-1.3B,12.175,2.1174
OPT-1.3B,12.1875,2.1314
OPT-1.3B,12.2,2.123
OPT-1.3B,12.2125,2.0966
OPT-1.3B,12.225,2.1355
OPT-1.3B,12.2375,2.1416
OPT-1.3B,12.25,2.1161
OPT-1.3B,12.2625,2.1434
OPT-1.3B,12.275,2.1045
OPT-1.3B,12.2875,2.1251
OPT-1.3B,12.3,2.1379
OPT-1.3B,12.3125,2.1159
OPT-1.3B,12.325,2.1096
OPT-1.3B,12.3375,2.1389
OPT-1.3B,12.35,2.1214
OPT-1.3B,12.3625,2.1097
OPT-1.3B,12.375,2.1073
OPT-1.3B,12.3875,2.1433
OPT-1.3B,12.4,2.1466
OPT-1.3B,12.4125,2.1289
OPT-1.3B,12.425,2.1224
OPT-1.3B,12.4375,2.1106
OPT-1.3B,12.45,2.1358
OPT-1.3B,12.4625,2.1469
OPT-1.3B,12.475,2.1211
OPT-1.3B,12.4875,2.113
OPT-1.3B,12.5,2.1406
OPT-1.3B,12.5125,2.1315
OPT-1.3B,12.525,2.1597
OPT-1.3B,12.5375,2.1515
OPT-1.3B,12.55,2.1656
OPT-1.3B,12.5625,2.1134
OPT-1.3B,12.575,2.1459
OPT-1.3B,12.5875,2.1568
OPT-1.3B,12.6,2.1502
OPT-1.3B,12.6125,2.1466
OPT-1.3B,12.625,2.1603
OPT-1.3B,12.6375,2.1367
OPT-1.3B,12.65,2.1254
OPT-1.3B,12.6625,2.1438
OPT-1.3B,12.675,2.148
OPT-1.3B,12.6875,2.1476
OPT-1.3B,12.7,2.1567
OPT-1.3B,12.7125,2.1603
OPT-1.3B,12.725,2.1337
OPT-1.3B,12.7375,2.1229
OPT-1.3B,12.75,2.1587
OPT-1.3B,12.7625,2.1295
OPT-1.3B,12.775,2.1438
OPT-1.3B,12.7875,2.1702
OPT-1.3B,12.8,2.162
OPT-1.3B,12.8125,2.1376
OPT-1.3B,12.825,2.1271
OPT-1.3B,12.8375,2.1433
OPT-1.3B,12.85,2.1538
OPT-1.3B,12.8625,2.1401
OPT-1.3B,12.875,2.156
OPT-1.3B,12.8875,2.1577
OPT-1.3B,12.9,2.1455
OPT-1.3B,12.9125,2.1354
OPT-1.3B,12.925,2.1386
OPT-1.3B,12.9375,2.1523
OPT-1.3B,12.95,2.1321
OPT-1.3B,12.9625,2.1115
OPT-1.3B,12.975,2.1179
OPT-1.3B,12.9875,2.1591
OPT-1.3B,13.0,2.1367
OPT-1.3B,13.0125,2.0986
OPT-1.3B,13.025,2.0702
OPT-1.3B,13.0375,2.069
OPT-1.3B,13.05,2.0629
OPT-1.3B,13.0625,2.0725
OPT-1.3B,13.075,2.0942
OPT-1.3B,13.0875,2.0807
OPT-1.3B,13.1,2.0678
OPT-1.3B,13.1125,2.0915
OPT-1.3B,13.125,2.0864
OPT-1.3B,13.1375,2.0992
OPT-1.3B,13.15,2.0876
OPT-1.3B,13.1625,2.0755
OPT-1.3B,13.175,2.0655
OPT-1.3B,13.1875,2.0903
OPT-1.3B,13.2,2.0923
OPT-1.3B,13.2125,2.0488
OPT-1.3B,13.225,2.1076
OPT-1.3B,13.2375,2.0801
OPT-1.3B,13.25,2.0636
OPT-1.3B,13.2625,2.0945
OPT-1.3B,13.275,2.0916
OPT-1.3B,13.2875,2.0919
OPT-1.3B,13.3,2.1059
OPT-1.3B,13.3125,2.0968
OPT-1.3B,13.325,2.0943
OPT-1.3B,13.3375,2.0808
OPT-1.3B,13.35,2.0966
OPT-1.3B,13.3625,2.0673
OPT-1.3B,13.375,2.0607
OPT-1.3B,13.3875,2.0607
OPT-1.3B,13.4,2.0808
OPT-1.3B,13.4125,2.1078
OPT-1.3B,13.425,2.0504
OPT-1.3B,13.4375,2.1104
OPT-1.3B,13.45,2.0894
OPT-1.3B,13.4625,2.0817
OPT-1.3B,13.475,2.0838
OPT-1.3B,13.4875,2.0978
OPT-1.3B,13.5,2.0662
OPT-1.3B,13.5125,2.0538
OPT-1.3B,13.525,2.0861
OPT-1.3B,13.5375,2.104
OPT-1.3B,13.55,2.0747
OPT-1.3B,13.5625,2.0857
OPT-1.3B,13.575,2.12
OPT-1.3B,13.5875,2.0856
OPT-1.3B,13.6,2.096
OPT-1.3B,13.6125,2.0576
OPT-1.3B,13.625,2.0697
OPT-1.3B,13.6375,2.1145
OPT-1.3B,13.65,2.0641
OPT-1.3B,13.6625,2.0817
OPT-1.3B,13.675,2.1087
OPT-1.3B,13.6875,2.1005
OPT-1.3B,13.7,2.1043
OPT-1.3B,13.7125,2.0891
OPT-1.3B,13.725,2.0925
OPT-1.3B,13.7375,2.0646
OPT-1.3B,13.75,2.0553
OPT-1.3B,13.7625,2.0814
OPT-1.3B,13.775,2.0618
OPT-1.3B,13.7875,2.0873
OPT-1.3B,13.8,2.098
OPT-1.3B,13.8125,2.0742
OPT-1.3B,13.825,2.0964
OPT-1.3B,13.8375,2.1195
OPT-1.3B,13.85,2.0777
OPT-1.3B,13.8625,2.0716
OPT-1.3B,13.875,2.1013
OPT-1.3B,13.8875,2.0895
OPT-1.3B,13.9,2.0774
OPT-1.3B,13.9125,2.0799
OPT-1.3B,13.925,2.0873
OPT-1.3B,13.9375,2.0811
OPT-1.3B,13.95,2.0727
OPT-1.3B,13.9625,2.122
OPT-1.3B,13.975,2.0918
OPT-1.3B,13.9875,2.0932
OPT-1.3B,14.0,2.1098
OPT-1.3B,14.0125,2.0392
OPT-1.3B,14.025,2.0451
OPT-1.3B,14.0375,2.0364
OPT-1.3B,14.05,2.0175
OPT-1.3B,14.0625,2.0003
OPT-1.3B,14.075,2.0736
OPT-1.3B,14.0875,2.0404
OPT-1.3B,14.1,2.0586
OPT-1.3B,14.1125,2.0334
OPT-1.3B,14.125,2.04
OPT-1.3B,14.1375,2.0235
OPT-1.3B,14.15,2.0188
OPT-1.3B,14.1625,1.998
OPT-1.3B,14.175,2.0274
OPT-1.3B,14.1875,2.0398
OPT-1.3B,14.2,2.0278
OPT-1.3B,14.2125,2.033
OPT-1.3B,14.225,2.0513
OPT-1.3B,14.2375,2.0542
OPT-1.3B,14.25,2.0277
OPT-1.3B,14.2625,2.0324
OPT-1.3B,14.275,2.0193
OPT-1.3B,14.2875,2.0244
OPT-1.3B,14.3,2.035
OPT-1.3B,14.3125,2.0338
OPT-1.3B,14.325,2.0435
OPT-1.3B,14.3375,2.0285
OPT-1.3B,14.35,2.0643
OPT-1.3B,14.3625,1.9964
OPT-1.3B,14.375,2.0279
OPT-1.3B,14.3875,2.0903
OPT-1.3B,14.4,2.0232
OPT-1.3B,14.4125,2.0387
OPT-1.3B,14.425,2.0156
OPT-1.3B,14.4375,2.0418
OPT-1.3B,14.45,2.0334
OPT-1.3B,14.4625,2.0383
OPT-1.3B,14.475,2.0168
OPT-1.3B,14.4875,2.0208
OPT-1.3B,14.5,2.0664
OPT-1.3B,14.5125,2.0263
OPT-1.3B,14.525,2.0214
OPT-1.3B,14.5375,2.0462
OPT-1.3B,14.55,2.0585
OPT-1.3B,14.5625,2.0308
OPT-1.3B,14.575,2.0581
OPT-1.3B,14.5875,2.0248
OPT-1.3B,14.6,2.0533
OPT-1.3B,14.6125,2.063
OPT-1.3B,14.625,2.0525
OPT-1.3B,14.6375,2.048
OPT-1.3B,14.65,2.0403
OPT-1.3B,14.6625,2.0605
OPT-1.3B,14.675,2.0329
OPT-1.3B,14.6875,2.0662
OPT-1.3B,14.7,2.0463
OPT-1.3B,14.7125,2.0586
OPT-1.3B,14.725,2.0238
OPT-1.3B,14.7375,2.0183
OPT-1.3B,14.75,2.0311
OPT-1.3B,14.7625,2.0296
OPT-1.3B,14.775,2.0489
OPT-1.3B,14.7875,2.0564
OPT-1.3B,14.8,2.0662
OPT-1.3B,14.8125,2.0657
OPT-1.3B,14.825,2.042
OPT-1.3B,14.8375,2.0322
OPT-1.3B,14.85,2.03
OPT-1.3B,14.8625,2.0453
OPT-1.3B,14.875,2.022
OPT-1.3B,14.8875,2.0298
OPT-1.3B,14.9,2.0454
OPT-1.3B,14.9125,2.0453
OPT-1.3B,14.925,2.0558
OPT-1.3B,14.9375,2.0478
OPT-1.3B,14.95,2.0702
OPT-1.3B,14.9625,2.0466
OPT-1.3B,14.975,2.054
OPT-1.3B,14.9875,2.0318
OPT-1.3B,15.0,2.0297
OPT-1.3B,15.0125,1.9675
OPT-1.3B,15.025,1.9975
OPT-1.3B,15.0375,1.9932
OPT-1.3B,15.05,1.9914
OPT-1.3B,15.0625,1.9693
OPT-1.3B,15.075,1.9808
OPT-1.3B,15.0875,1.9989
OPT-1.3B,15.1,2.0268
OPT-1.3B,15.1125,1.9713
OPT-1.3B,15.125,2.0045
OPT-1.3B,15.1375,1.9693
OPT-1.3B,15.15,2.0022
OPT-1.3B,15.1625,1.9991
OPT-1.3B,15.175,1.9986
OPT-1.3B,15.1875,1.9784
OPT-1.3B,15.2,1.9874
OPT-1.3B,15.2125,1.9937
OPT-1.3B,15.225,1.9852
OPT-1.3B,15.2375,1.9888
OPT-1.3B,15.25,1.9896
OPT-1.3B,15.2625,1.9756
OPT-1.3B,15.275,1.9973
OPT-1.3B,15.2875,1.9859
OPT-1.3B,15.3,1.9952
OPT-1.3B,15.3125,1.9848
OPT-1.3B,15.325,1.9771
OPT-1.3B,15.3375,2.0049
OPT-1.3B,15.35,2.0143
OPT-1.3B,15.3625,2.012
OPT-1.3B,15.375,2.0286
OPT-1.3B,15.3875,1.9893
OPT-1.3B,15.4,1.992
OPT-1.3B,15.4125,1.9922
OPT-1.3B,15.425,2.0016
OPT-1.3B,15.4375,1.9785
OPT-1.3B,15.45,1.9864
OPT-1.3B,15.4625,2.012
OPT-1.3B,15.475,2.0136
OPT-1.3B,15.4875,2.0165
OPT-1.3B,15.5,1.9897
