verb_up,ftp
advised up,0.00028382723229617714
affect up,0.0005399745379881317
affected up,0.00025255869788618103
affecting up,0.0018701824402276644
affects up,0.0024400890930611112
afford up,0.00014005913977989252
age up,0.0003406233596957642
aged up,0.002837024753916439
ages up,0.0006726450832565332
aggregate up,0.0006954941787895268
aggregating up,0.01166539878913068
aging up,0.0007924397289957426
agree up,0.0002418984333288481
agreed up,0.00034333736226458284
aid up,0.00019866870307244864
aim up,0.00017257363698098546
aimed up,0.0004720025896399809
aims up,0.0002812808168207308
air up,0.00042395240393941627
aired up,0.00208322151741936
airing up,0.0025836028236956923
align up,0.00028239692096650496
aligned up,0.0004639217901530261
allocate up,0.0032637717800617304
allocated up,0.0009509574655468936
allocating up,0.0020376368746804828
allotted up,0.0008993110091880307
allow up,0.001526443443874654
allowed up,0.0010489674948192865
allowing up,0.0011427671428106145
allows up,0.0015172372549575493
alter up,0.0001760536927172518
altered up,0.00036391245069986597
amass up,0.000371223161977651
amble up,0.02600829249905767
ambled up,0.056150727910106474
ambling up,0.024683645382208987
amended up,0.0006639164327859648
amount up,0.0006566456619638203
amounted up,0.0009867638483698762
amounting up,0.004204138414520599
amounts up,0.0015376806456598748
amp up,0.03203062568703514
amped up,0.5445695853828776
amping up,0.6995664490045616
amplified up,0.0010597586823382495
amps up,0.026731845278004658
analyse up,0.0005315788645903599
analyze up,0.0005359635160795676
analyzing up,0.00043151613170798323
anchor up,0.0016146861214928609
anchored up,0.003400772678153666
anchoring up,0.0019650380431365153
angle up,0.0011038565483997512
angled up,0.018029720461394574
angles up,0.0017830354487951765
angling up,0.0058685718878468416
announce up,0.0007881684242944159
announced up,0.00032519155711557704
announces up,0.0013488102305410632
answer up,0.00016935109253633622
answering up,0.0002185367764068148
ante up,0.011567349006556649
anted up,0.03871417345017274
anteing up,0.6042654028436019
antennas up,0.002170562538687584
anticipate up,0.0009617679497214495
anticipated up,0.001401854505023472
apologize up,0.0009092091719669968
appeal up,0.0001696237933623665
appear up,0.0008421615520277074
appearance up,0.0003109342177260185
appeared up,0.0005635494017461937
appearing up,0.0005385163858400631
appears up,0.000317597225548934
applied up,0.00043551846187841185
applies up,0.0004624652331391996
apply up,0.0004117389853768963
applying up,0.00032245290654942205
appoint up,0.000451090505290389
appreciate up,0.0001200345092198743
appreciated up,0.0002061694200752385
apprised up,0.00015330902516006567
approach up,0.00016235722709783434
approached up,0.0002461961040285977
approaching up,0.000436927649131906
appropriate up,0.00023481165142409592
approve up,0.0008853437780558242
approved up,0.00036666868183247054
arch up,0.0002553359828946067
arched up,0.013728552602330059
arching up,0.021038915527273133
are up,0.001157541918391138
argues up,0.0008026412275453601
arise up,0.0004460530299100145
arm up,0.00228535253737317
arming up,0.00781757943492188
armor up,0.0024132717042537116
armored up,0.003020767011029185
arrange up,0.000350018982814053
arranged up,0.0008497691485400485
arranging up,0.0004790159629495616
arrive up,0.001679229240630743
arrived up,0.0007964862189643977
arrives up,0.0008857707117312933
arriving up,0.0006149336921666644
arrow up,0.0022636254923310293
artwork up,0.0007325552131511152
ascend up,0.011790751779609185
ascended up,0.015868091180343512
ascending up,0.005051866547536948
ascends up,0.019067305021323876
ask up,0.00025202502151148927
asked up,0.00011014914911632743
asking up,0.00012989861594487465
assayed up,0.0015505325144468942
assemble up,0.0004897284845100292
assembled up,0.0005799385897388533
assess up,7.287129815229963e-05
assessed up,0.0005075375460082933
assign up,0.0003800184658792445
assigned up,0.0002527052134497533
assist up,0.0001796281528824011
assume up,0.0001708928824903381
assuming up,0.00018417071799543328
assurance up,0.00045201659727048005
assured up,0.00015571683370474977
ate up,0.011473057316003888
attach up,0.0005569143397099321
attached up,0.00017001922638116432
attaching up,0.000604250126250593
attack up,0.0003438706108799588
attain up,0.0006077589903215309
attempt up,0.00012691214384679374
attempted up,0.00024037020581029622
attend up,0.0003284494476115714
attended up,0.00022334476025731435
attending up,0.000253658276469348
attract up,0.0003553484033541237
attracted up,0.0007778875119486002
attracting up,0.0013423360648314889
attracts up,0.002587529850474937
authorize up,0.006858484275215649
authorized up,0.0007675923039308504
authorizes up,0.003345107170836304
authorizing up,0.004158036735107317
automate up,0.0006310856796086613
avail up,0.00045643810606131173
available up,0.0004337966413405295
average up,0.0005524093399197422
averages up,0.001164213278156123
averaging up,0.0014633882723679116
avoid up,0.00018121616541493681
avoided up,0.00030399122933367486
awaken up,0.0008789693414384597
award up,0.0008662623679500279
awarded up,0.001071704516353677
awarding up,0.0035705497769417394
awards up,0.0013115968624693585
back up,0.01720315631669484
backed up,0.2187980800855165
backing up,0.11890331981816002
backpack up,0.0007512238917276257
backs up,0.0646636809848512
backup up,0.0007325798097196477
bag up,0.0015345436856610967
bagged up,0.0223509687294494
bagging up,0.019529466550330075
bags up,0.0016168889905365993
bailed up,0.0038041118823982983
bait up,0.0015326429641198374
baited up,0.00895185666974593
baiting up,0.0070359401759603315
bake up,0.007380512689472105
baked up,0.00356655652614579
bakes up,0.03210895701334951
baking up,0.0016001264161505807
balance up,0.00045366330570090603
balanced up,0.0003610478488818989
balances up,0.0031172378861205746
balancing up,0.0005400436509521666
ball up,0.004869030601008024
balled up,0.28833754620050334
balling up,0.0734962433544721
balloon up,0.0038430045194341924
ballooned up,0.04203818666952709
ballooning up,0.009898453677940894
balloons up,0.0032609819715267324
balls up,0.0026548149088160217
band up,0.00044265572518242986
bandage up,0.0050178361565035995
bandaged up,0.08720235251653449
bandaging up,0.01977255529845263
bandwidth up,0.0018380046234199364
bang up,0.01185344801012649
banged up,0.2967568204659556
banging up,0.004677710532227307
bank up,0.00021771496193767238
banked up,0.018676722075633475
bar up,0.000532764087910996
barf up,0.0118187953269374
barfed up,0.10438111168296449
barfing up,0.05999085395205545
barges up,0.0052476647697919055
bark up,0.0010752785958931547
barking up,0.045734435247141596
barns up,0.0005310555641906054
barreling up,0.02211603259204803
bars up,0.0007147616909824822
base up,0.0004406850698122175
based up,0.0001901554023011216
bash up,0.0007678135561597236
bashed up,0.027441018095617612
bashing up,0.0035080571576503743
bat up,0.0005066766659635705
batch up,0.0005363725245301733
batter up,0.00040483547223945455
battered up,0.001713547718239505
battle up,0.0003811164071630041
battled up,0.0013470860358607986
battling up,0.0007024359586479506
bdrm up,0.0034672017468795184
be up,0.0013082958951681396
bead up,0.007115128455084977
beaded up,0.006286425352395464
beading up,0.012079036650979284
beads up,0.0026975066344849604
beak up,0.0025402774330254177
beam up,0.0014233730517924426
beamed up,0.0252957985613692
beaming up,0.007498970026338125
beams up,0.0016808009842689342
bear up,0.0016075037665852238
bearing up,0.0015509496000035662
bears up,0.001408962335495215
beat up,0.02429121953921421
beaten up,0.056812386048444026
beating up,0.02618988745686792
beats up,0.00823417011350504
became up,0.0002574872639504269
become up,0.00020354788329407324
becomes up,0.0002760718016355365
becoming up,0.00021317111713854055
bedding up,0.0006285555759954955
bedrooms up,0.007038354687907458
beds up,0.0009057371839436917
beef up,0.025238016681310056
beefed up,0.7460774176846433
beefing up,0.7972000010662601
beefs up,0.25395632133450396
been up,0.0015527713491721195
began up,0.00025484787223233274
begin up,0.0004439697156301875
beginning up,0.0004195884186836842
begins up,0.00044235529922317127
believe up,0.00010113058905657892
believed up,0.00028893368045271474
believes up,0.00018715543373415072
bellied up,0.14949979865612836
belly up,0.017182171922419144
bellying up,0.5157002992948816
belong up,0.00025746647211915413
belongs up,0.0004611891006295133
belt up,0.0011071293807908143
belted up,0.0064275616927919315
belting up,0.0045593368237347295
bend up,0.0034990908048486307
bending up,0.002285623146396091
bends up,0.005577123864575574
benefit up,0.00022541883172151308
benefits up,0.00021542539327232377
bent up,0.0070996305193196385
bet up,0.0006089898411570459
betting up,0.00028617843924729435
bid up,0.004033869956324109
bidding up,0.006043298182109495
bids up,0.0019651976624840885
big up,0.00042905195023503487
bigged up,0.5452129383548324
bigging up,0.5437376001649017
bike up,0.0035186579118353773
biked up,0.02119168504155743
biking up,0.002030868407354413
billed up,0.0015002649879076596
billowed up,0.0692665498179857
billowing up,0.02270648071611163
billows up,0.021694817981219264
bind up,0.004050495847218315
bindeth up,0.39244532803180915
binding up,0.0009429391850561716
binds up,0.005781880227524646
bins up,0.0010083194811358433
bit up,0.00043335123122373385
bits up,0.0006941540339563704
bitten up,0.0014129755865474646
blacked up,0.0048953070527264966
blades up,0.0014481576409488327
blanket up,0.0020615920409342943
blast up,0.0009683294949139351
blasted up,0.00316904435094328
blasting up,0.0029688582567667424
blaze up,0.0036866959608877867
blazed up,0.018960292543787834
blazing up,0.0031768637515040307
bleeding up,0.00024269859808285086
blend up,0.0019996353153202777
blended up,0.004007762369595435
blending up,0.00316116180293923
blends up,0.0013516494583331335
bless up,0.00011543305936939032
blew up,0.16305084144767512
bling up,0.003728144666910244
blinged up,0.10573260243426554
blinging up,0.08595931392102114
blink up,0.0006640036359889482
blinked up,0.010204526600975872
blitz up,0.001988612982166355
blitzed up,0.011327482541993584
bloat up,0.008649579864277116
bloated up,0.002850473979193163
block up,0.0009668021416634052
blocked up,0.004619583411955906
blocking up,0.002806374991631481
blocks up,0.002006878286466303
blog up,0.0006035216487419485
blogging up,0.0003037384632253917
bloodied up,0.014121998702141467
bloom up,0.0007558933549927088
blooming up,0.0012380885595630459
blooms up,0.0010481633368278048
blot up,0.0029173425591127746
blotted up,0.007189439447744848
blotting up,0.0025486368274437706
blow up,0.040087648518068474
blowed up,0.2365613234811679
blowing up,0.11639104354398623
blown up,0.10116712643629475
blows up,0.08197804719321787
blue up,0.00012667840328010906
board up,0.0008619620954898748
boarded up,0.12096473657942472
boarding up,0.0059220657809789965
boast up,0.001020478366922331
boasting up,0.001990705851007475
boasts up,0.0015349953614395735
boat up,0.002102890971783315
boating up,0.0007418896911206143
bob up,0.005689254304680392
bobbed up,0.12868106319127862
bobbing up,0.11750510785015755
bobs up,0.017696639586410635
body up,0.0007928647307704022
bodying up,0.12628629648497197
boil up,0.004347451932521531
boiled up,0.006387901132000133
boiling up,0.004069975721298764
boils up,0.003984107344006256
bolster up,0.0031444185521584734
bolstering up,0.006378208358609726
bolt up,0.0067994915919449535
bolted up,0.025646942529638575
bolting up,0.02244181859292695
bolts up,0.003545837123243137
bomb up,0.00025007954614692006
bond up,0.00017506314865184085
bone up,0.0017141880351423942
boned up,0.030274893614447265
boning up,0.07819642908484517
bonus up,0.0043770895893216295
booed up,0.0028753113696592834
book up,0.0007678021674038496
booked up,0.01714164343269497
booking up,0.001791033830257051
books up,0.0005969170598228672
boom up,0.0006293158672591815
boost up,0.0043508880510758075
boosted up,0.007259700226416599
boosting up,0.006381610071347991
boosts up,0.009311873846136824
boot up,0.021874589786522396
booted up,0.10488972918909172
booting up,0.11541863960897149
boots up,0.010642991902906993
booty up,0.003870654279571185
booze up,0.0027532002538407504
boozed up,0.33466468511982167
boozing up,0.009837890337260123
boo’d up,0.34660175639557084
bopping up,0.021864267401925215
bore up,0.0016042422738782745
born up,0.0002628872029733867
borne up,0.0028670738362596843
borrow up,0.005156815966825043
borrowed up,0.0006436080239820787
borrowing up,0.0012343111044028233
boss up,0.0003285823051027099
botch up,0.031599321971779365
botched up,0.019104444067054003
botching up,0.046984459296239636
bottle up,0.0037939469823302973
bottled up,0.061022598490969346
bottles up,0.0014690919510006184
bottling up,0.040421070846611964
bottom up,0.006722487530987677
bought up,0.004292845939793863
bounce up,0.009086158299321911
bounced up,0.022984463794574455
bounces up,0.021370843761977246
bouncing up,0.02813831025012323
bound up,0.011655516798057642
bounded up,0.004328731170710979
bounding up,0.008669966959410273
bounds up,0.0008957993553179234
bow up,0.0002525178676241619
bowed up,0.0031260159240954354
bowl up,0.0005278512049656265
bowled up,0.0013814209401976966
bows up,0.0014692441908771153
box up,0.0010075415546902883
boxed up,0.04834624348884189
boxes up,0.001121148051360332
boxing up,0.00467613016901668
brace up,0.0024944548752832653
braced up,0.011002033854875647
bracing up,0.004670935362603249
braid up,0.0026019404615026795
braided up,0.007332710330057962
brake up,0.0019742747359158823
braking up,0.001226227279573906
branches up,0.001533368544467759
brand up,0.0001731660680962188
branded up,0.00033109446435925606
branding up,0.0004691320224436314
brave up,0.00026955752803799643
break up,0.028172139527873046
breaking up,0.051580038324782904
breaks up,0.022442266328720515
breastfeeding up,0.0010353198339027282
breathe up,0.0004174184515941096
breathing up,0.00026597442315395636
bred up,0.0024775330765783106
breed up,0.0005594457948375322
breeds up,0.0003572776544083206
breeze up,0.0012729122144860777
breezing up,0.006684528716680406
brew up,0.010219900176757401
brewed up,0.015547400231058665
brewing up,0.011342406713002186
brews up,0.010949261552511509
brick up,0.0005389075031401035
bricked up,0.11836504667830255
bricking up,0.04349501176088896
bridge up,0.0008290386747773295
bridged up,0.007664964537064125
bridging up,0.0011225444869383708
bright up,0.00021282153108164383
brighten up,0.30872534294477494
brightened up,0.190376958359332
brightening up,0.1264289656585553
brightens up,0.22481157965273355
brightness up,0.002699696698532016
brimmed up,0.004331621741131456
brimming up,0.0009516417791234701
bring up,0.026869995810072513
bringing up,0.02906895191579083
brings up,0.03265999096336244
brining up,0.024176090501678012
broadcast up,0.0002498476954184938
broaden up,0.000581042984048152
broke up,0.07721163345926489
broken up,0.03685979724236119
bronze up,0.00028644229467717603
bronzed up,0.004493815195998712
brought up,0.060540388259305876
brown up,0.0004160551097708572
browned up,0.0025239336896384344
browning up,0.0023371315984869303
browns up,0.0018710521573261326
browse up,0.0012208335552896746
bruised up,0.010490538961352302
brush up,0.026463428815524673
brushed up,0.020950315247395282
brushes up,0.0038924240117159652
brushing up,0.0373889722401449
bubble up,0.01659557980199827
bubbled up,0.24511431924047933
bubbles up,0.013467185424975901
bubbling up,0.09341347143817334
buck up,0.006599724510097151
bucked up,0.05310529855936036
bucking up,0.020479276360199812
buckle up,0.1103518488820513
buckled up,0.07856292114666101
buckles up,0.0077903527285895615
buckling up,0.0349345181976869
budded up,0.013414167455537876
buddied up,0.7299227574428444
budding up,0.0014435029607392938
buddy up,0.005223515060780371
buddying up,0.5496895298595015
budget up,0.00035701386056429126
budgets up,0.0007671523903049718
buff up,0.002110107469341959
buffed up,0.04845657329983021
buffer up,0.00038580994161289435
buffing up,0.021758667694246475
bugged up,0.002312571996654621
bugger up,0.014242199720095498
buggered up,0.12529108178731624
buggering up,0.134775564227197
build up,0.05072106305841605
builded up,0.03170066715176168
building up,0.01815637967557089
builds up,0.07615734972546853
built up,0.034198632530166154
bulb up,0.0009768654810124835
bulge up,0.003465531999813373
bulging up,0.0029119795096392755
bulk up,0.014683620779491946
bulked up,0.5724566543540458
bulking up,0.15595324114518347
bulks up,0.17833422398656387
bump up,0.03347530133160624
bumped up,0.13063704900376952
bumping up,0.09495126405768632
bumps up,0.015584769252059524
bun up,0.0005854890199321049
bunch up,0.002726855373411102
bunched up,0.3565665657179653
bunches up,0.01468112656787107
bunching up,0.1767738563333769
bundle up,0.014639959918512822
bundled up,0.09238196273625927
bundles up,0.0034169384099064655
bundling up,0.060426849662310836
bung up,0.0010803330694520972
bunged up,0.3822593691021839
bungled up,0.013376854343316659
bunk up,0.0017925075207258683
bunked up,0.05787299207197435
bunking up,0.0460920642531767
buoy up,0.003013695236668074
buoyed up,0.04783594661137748
buried up,0.002091466948794651
burn up,0.007402282253942001
burned up,0.01563532550091265
burning up,0.011948944288945903
burns up,0.011719589111465653
burnt up,0.009390553916132468
burp up,0.009089489572851245
burped up,0.03790556958406784
burping up,0.02053151988514546
burrow up,0.0021109154083950358
burst up,0.0015405005960434843
bursting up,0.0022953478420371454
bursts up,0.002351216295307732
bushwhacked up,0.061486217983454355
bust up,0.0045238440208838155
busted up,0.030873489406229256
busting up,0.024719006194328538
busts up,0.006309591986416292
butted up,0.10474068310166354
butter up,0.0005833388835200005
buttered up,0.0106731945183321
buttering up,0.15274945391594383
butting up,0.08657527479313326
button up,0.00294917299427972
buttoned up,0.2539170658814222
buttoning up,0.1953851640513552
buttons up,0.0012474651070218494
butts up,0.01930447670907275
buy up,0.0019527736365427028
buying up,0.005978150046124468
buys up,0.004101583101859991
buzz up,0.00043185947514474873
buzzed up,0.009127032779735214
buzzing up,0.001285281856370115
cabled up,0.013883842941468312
cables up,0.001743593309459833
caged up,0.0218268554785578
cagr up,0.0013730933404972987
cake up,0.0007641499551233618
caked up,0.029884765865009176
cakes up,0.0006101572938876416
caking up,0.036513137985595336
calculate up,0.00033586398998768687
calculated up,0.0005420975813066187
calendar up,0.0005831490521548657
calibrated up,0.0005510039322341904
call up,0.004045875882062786
called up,0.005557727541123864
calling up,0.004014085997205463
calls up,0.001923277034978824
cam up,0.00021711734677764082
came up,0.061496190938536754
cameras up,0.0010854399586266105
camp up,0.0003997335238881743
camped up,0.006336370981114369
camping up,0.0009828781195917664
cancel up,0.00112902069439415
canceled up,0.0008947968246279814
cancelled up,0.001988945595300123
canned up,0.0005477686311518695
canoeing up,0.0018474101109852011
capped up,0.0007562687784165324
capsule up,0.000747740552206119
capture up,0.0014281667540823946
captured up,0.0006172579565990274
captures up,0.0013587115269502903
capturing up,0.0012201634471860733
carb up,0.0012776048524878643
carbing up,0.1300437857864601
card up,0.0006069572216435392
cards up,0.0012177650570666843
care up,8.03241963585391e-05
careening up,0.006527796783061938
cargo up,0.0007490590920999297
carp up,0.0004040619303881918
carpool up,0.0017193536194675255
carried up,0.0019700117979825544
carries up,0.0025960193694471623
carry up,0.004050139575952534
carrying up,0.0021082237710338737
cars up,0.0010869877296996627
carted up,0.00853911029489174
carve up,0.031312692647917965
carved up,0.01573051830867443
carves up,0.02861000089678925
carving up,0.01972792784087754
cascade up,0.0013951533077527312
cascading up,0.0015899254129560897
cash up,0.0012950929646357455
cashed up,0.022490401204850404
cashing up,0.005898626213668623
cast up,0.0009145228984710073
casting up,0.0009969616029753287
casts up,0.001157386957864686
catapulted up,0.005811169542499034
catch up,0.08955280745558718
catched up,0.08441500313311252
catches up,0.07469475704522631
catchin up,0.07548020899898508
catching up,0.24601226852580405
categorized up,0.00016896658022025885
cater up,0.0003701883636201733
catering up,0.0003257752669733824
cats up,0.0007381605693297661
caught up,0.17142694984139714
caulk up,0.002270642880388154
cause up,0.0002964412553816352
caused up,0.0005906090994436642
causes up,0.0003962955686779718
causing up,0.0005320689007925978
cease up,0.0006127512817399305
ceased up,0.0006165378538929805
ceilings up,0.0012610307794575935
centered up,0.0004086284939038081
certified up,0.0001802366610998523
chain up,0.0007963205315254225
chained up,0.062998029700557
chaining up,0.008395610019262307
chains up,0.000513671094322169
chairs up,0.0010916581166254473
chalk up,0.02107705505251771
chalked up,0.43330253811306263
chalking up,0.26055858690679434
chalks up,0.1478115013516217
challenge up,0.0002676213764010334
challenged up,0.0002849726608556353
challenges up,0.00013909684834258686
challenging up,0.00021028041875882636
change up,0.0020126752150593156
changed up,0.0016515045805286987
changes up,0.0004739978199715401
changing up,0.003249511985358594
channel up,0.0005241164846249774
charge up,0.004798386466622811
charged up,0.006953406919921924
charges up,0.0019772982331349195
charging up,0.0061751490439360835
chart up,0.000434603540855032
chase up,0.004696085622756754
chased up,0.006148451483450746
chasing up,0.0045123039427152675
chat up,0.0028883756796726037
chats up,0.0032946170336277773
chatted up,0.017934970065329355
chatting up,0.01590255877114002
check up,0.004576150390127679
checked up,0.003332457808776999
checking up,0.006031628524766368
checks up,0.001438246135323619
cheer up,0.021181926882725396
cheered up,0.03794333057900315
cheering up,0.02333888722053261
cheers up,0.007203213876702175
chest up,0.002708477983091814
chew up,0.0237108628735047
chewed up,0.15335617381411573
chewing up,0.01907983527212018
chews up,0.05491854486039694
children up,0.0013033795897972064
chill up,0.0025706209250131442
chilled up,0.0007633825665917605
chin up,0.0390622924207374
chip up,0.0007750831746325787
chipped up,0.005818562384287235
chipping up,0.002394564325035958
chocked up,0.07398068607333727
choke up,0.016594543974996153
choked up,0.1402188181641594
chokes up,0.022481871818574282
choking up,0.01964293807370634
choose up,0.0016371935628246165
chooses up,0.000518367846453202
choosing up,0.0014195304431896603
chop up,0.03871076818628124
chopped up,0.036050245602961085
chopping up,0.044518836667364274
chops up,0.007849058539719258
chose up,0.0002234137376552333
chosen up,0.00024104537869091143
chuck up,0.001369226969622129
chucked up,0.018843791456111158
chucking up,0.0230981636606398
chugged up,0.02883269921050538
chugging up,0.01165693751939215
chunk up,0.0007416768643860229
chunked up,0.02211989648154151
chunking up,0.01819453616828383
churn up,0.005692463602944233
churned up,0.08996103533707427
churning up,0.019632515576066
churns up,0.028992560661892514
cinch up,0.012236943600863465
cinched up,0.0466553990302175
cinching up,0.046007705038872894
circle up,0.0007454473598519369
circled up,0.008351715546069777
circling up,0.0032945302665973973
circulate up,0.0013416278824584058
cked up,0.13189771197846567
claim up,0.0010794240676733485
claimed up,0.0004779409252105041
claiming up,0.0005289826130614258
claims up,0.0006617059563522325
clam up,0.015394480322709809
clamber up,0.06218691159357317
clambered up,0.18949524700233114
clambering up,0.1529726063653808
clambers up,0.1896748897239013
clammed up,0.8274762381190596
clamming up,0.18150897129975083
clamp up,0.0011053151868089023
clamped up,0.005231152252097745
clams up,0.009916533688854588
class up,0.00014721449234245102
classed up,0.002911307211199545
classes up,0.000459925406296555
classified up,0.000379498175681895
classing up,0.054892824949368424
clawed up,0.007340427664826449
clawing up,0.01132796319182223
clean up,0.043130422170847255
cleaned up,0.19180406751233847
cleaning up,0.06200117209497432
cleans up,0.029261287686504565
cleanse up,0.002695765652116564
cleansing up,0.0034647201129359385
cleanup up,0.0007216301660360299
clear up,0.009320513222776619
cleared up,0.07030585574870064
clearing up,0.04178414440780873
clears up,0.1164474331116611
clench up,0.008558534293939182
clenched up,0.004577336364249963
click up,0.0002676741290086746
clicked up,0.0009271252163342569
clicking up,0.00047443814095298695
climb up,0.09496995564734749
climbed up,0.09111018318988627
climbing up,0.04680863741561866
climbs up,0.07554571907668435
clinch up,0.0027121507041281173
clip up,0.0009578802601802831
clipped up,0.0037125316097058377
clipping up,0.0010259336603370404
clock up,0.0016934932722400015
clocked up,0.08253509125194664
clocking up,0.07012472682236982
clocks up,0.0035508890487285774
clog up,0.05493957516281876
clogged up,0.07005287790760636
clogging up,0.1784760080200219
clogs up,0.056545703102255776
close up,0.008828241497840285
closed up,0.006936887267903421
closes up,0.007978374631779587
closing up,0.007005509663672732
cloud up,0.0003754482870265778
clouded up,0.010780714616861043
clouding up,0.0289929775310814
clouds up,0.001020106099122365
clued up,0.23602361768593944
clump up,0.01810268309612585
clumped up,0.07911467076566282
clumping up,0.01957761004007565
clumps up,0.006761774032149623
cluster up,0.0007870304472084593
clustered up,0.0015304371447524318
clutch up,0.0009731268854011205
clutter up,0.017365557350620103
cluttered up,0.014612586055276138
cluttering up,0.35916373139415975
clutters up,0.1804384226615666
coach up,0.00030074751239725535
coached up,0.004789187354649759
coaches up,0.00041053752769995273
coaching up,0.0005822497011536094
coast up,0.00040412779120539775
coat up,0.0006118883933193514
coated up,0.0008098037493094866
cobble up,0.01678553308321328
cobbled up,0.00758999817728733
cocked up,0.038721938888746116
cocking up,0.017944812731279732
code up,0.0005126972882849707
coded up,0.0036896819517733812
coding up,0.0010528562463432167
coil up,0.00263168340880034
coiled up,0.04575645398061378
coiling up,0.032260006308495036
coils up,0.0024881939072753864
coked up,0.29439285294463385
cold up,0.0006742865647133182
collect up,0.0007415347374510309
collected up,0.0011972288130554004
collecting up,0.0011129636581184502
collects up,0.003312685355093722
color up,0.00022500888551771304
colored up,0.0010692263530474343
coloring up,0.001105810373676706
colors up,0.0002800429351234142
colour up,0.00040970457774972777
coloured up,0.00140292700114746
colouring up,0.001786938809944294
colours up,0.00033852960452873573
com up,3.129165879512162e-05
comb up,0.00011751268411768524
combine up,0.0010611996121404307
combined up,0.0002858899764809158
combines up,0.0006708229442631872
combining up,0.000612177693611122
come up,0.07093136328935513
comes up,0.02283613780686584
cometh up,0.007118149471615022
comfortable up,0.0002461897177959015
comfy up,0.00037626469701801775
coming up,0.07056700159637888
command up,0.00041567468208267473
commands up,0.0002820990776211441
commence up,0.0011775808625512601
commencing up,0.0014177363827663466
comming up,0.036590142004074865
commit up,0.0001849958945836308
committed up,0.0004138778404661783
committing up,0.0007192362770305938
communicate up,0.0005778885211233136
communicated up,0.0009756298885979558
communicating up,0.0005378374281220031
commuting up,0.0010433512944076997
compact up,8.646237025628039e-05
compare up,0.0005498494272921105
comparing up,0.0002572467449748012
compensated up,0.0016318083741208723
compete up,0.00023396222092391
competed up,0.0008758338210077224
competing up,0.0002901556124399589
compiled up,0.0003974471900749721
complete up,0.00045440970195487066
completed up,0.000545296441034898
completing up,0.00038800507984207064
compose up,0.0020352745647343427
composed up,0.00029534848010698246
compress up,0.00021050140234289152
comprise up,0.0028994116439463096
comprised up,0.0004859617911631967
comprises up,0.0011824927325538655
comprising up,0.0015304868001324934
com­ing up,0.06796579279405579
concerning up,0.00037276142142966964
conclude up,0.0019661549785148376
concluded up,0.0005598917483088649
conclusion up,0.0005759613339812736
conduct up,0.00016572752479798315
conducted up,0.00035522670260316894
confess up,0.000565615262968146
configure up,0.00099570946027707
configured up,0.0005173125023518201
configuring up,0.0005700288378323002
confirm up,0.00012226454772125815
confirmed up,0.0009694342020894719
conger up,0.03570207839461933
conjour up,0.48755490483162517
conjours up,0.7404314544189283
conjur up,0.052501923360869125
conjure up,0.49429015521214403
conjured up,0.44288115190473387
conjures up,0.5666223256359756
